Nodo_1,Nodo_2,Nodo_3,Nodo_4,Nodo_5,Nodo_6,Nodo_7,Nodo_8,Nodo_9,Nodo_10,Nodo_11,Nodo_12,Nodo_13,Nodo_14,Nodo_15,Nodo_16,Nodo_17,Nodo_18,Nodo_19,Nodo_20,Nodo_21,Nodo_22,Nodo_23,Nodo_24,Nodo_25,Nodo_26,Nodo_27,Nodo_28,Nodo_29,Nodo_30,Nodo_31,Nodo_32,Nodo_33,Nodo_34,Nodo_35,Nodo_36,Nodo_37,Nodo_38,Nodo_39,Nodo_40,Nodo_41,Nodo_42,Nodo_43,Nodo_44,Nodo_45,Nodo_46,Nodo_47,Nodo_48,Nodo_49,Nodo_50,Nodo_51,Nodo_52,Nodo_53,Nodo_54,Nodo_55,Nodo_56,Nodo_57,Nodo_58,Nodo_59,Nodo_60,Nodo_61,Nodo_62,Nodo_63,Nodo_64,Nodo_65,Nodo_66,Nodo_67,Nodo_68,Nodo_69,Nodo_70,Nodo_71,Nodo_72,Nodo_73,Nodo_74,Nodo_75,Nodo_76,Nodo_77,Nodo_78,Nodo_79,Nodo_80,Nodo_81,Nodo_82,Nodo_83,Nodo_84,Nodo_85,Nodo_86,Nodo_87,Nodo_88,Nodo_89,Nodo_90,Nodo_91,Nodo_92,Nodo_93,Nodo_94,Nodo_95,Nodo_96,Nodo_97,Nodo_98,Nodo_99,Nodo_100
3.212445697,0.104737483,2.040405759,1.674580103,2.880013973,1.58970569,2.651768594,3.217491986,1.822065923,0.340978951,0,2.942894552,2.412445519,0.495171138,2.708910162,0.457689789,1.820786471,1.883019818,1.117652093,1.234273207,2.766000421,1.371691927,2.859532812,2.661502551,1.303829146,1.505206455,1.987553829,1.084032996,1.619293986,1.054452511,1.036273175,1.731251513,0.688652849,3.303077379,1.896914226,2.162648143,2.90256358,1.074285497,2.090586723,3.649703097,2.629958395,2.349965682,0.93988962,3.061097854,1.309262085,1.499829051,1.857028642,3.172760529,1.33210704,1.467013123,2.446051938,1.30440522,1.770232417,1.35735021,3.616959539,1.09204009,0.867360663,2.644481811,3.291730156,2.869085561,1.995326201,1.026965543,2.721647314,2.83233512,3.108328078,1.852350578,2.249582767,2.362021359,2.256066348,2.623572977,0.759879935,1.207096166,1.291716262,3.109633838,2.839654943,2.82899857,2.703432259,1.52156704,0.32059938,2.831628697,2.917585815,2.353149778,2.536228242,0.525100847,1.705635963,1.170815743,2.155244221,2.361350246,2.659724629,1.516849489,0.712558607,2.240760358,2.283234489,1.260664495,1.913534636,2.888829474,1.574268636,2.241555612,2.808996995,2.843170168
0.735423034,3.043413327,2.663356666,1.814100135,2.335368288,2.932190934,0.632976093,0.828070678,2.027713925,3.170889508,2.942894552,0,1.167246695,2.667247921,0.336652648,2.637001024,1.190020083,2.333074731,2.96949953,2.41829986,2.143644971,1.613522467,1.521892123,0.92939024,2.836608996,2.825476765,2.498760752,2.298587264,1.698705639,1.911519111,1.936970537,1.212929671,2.944105315,1.235967567,1.058335361,2.856192046,0.242165391,3.390147592,1.731051638,0.891204819,0.326697424,2.001460089,2.817770426,0.143768347,1.798816767,1.795140698,1.762405715,0.758166801,1.673130521,1.812475384,2.165962327,2.058366985,1.284698184,1.590535537,0.916085104,1.852167395,2.205166373,0.299551996,0.370629416,1.49790071,1.312928565,2.000180494,1.598380579,1.121228181,1.61631048,1.112190079,1.719978219,2.041807515,1.766666863,0.701200624,3.357155135,3.044620183,1.655113418,1.537252801,1.73591941,2.297582448,0.269669813,2.296526228,2.748338009,1.71177004,2.892704574,1.671544793,0.600894836,2.418215742,1.366281995,3.183034901,1.307553035,1.109946775,2.912006934,1.426283852,2.233798798,1.705087881,1.372541818,1.81659121,1.092906843,2.862933715,2.983924895,2.351596542,0.300181262,0.384814045
1.867248401,2.51665097,2.992409318,0.840109894,3.051384641,3.034199506,1.500295017,1.946397309,2.338030151,2.718335344,2.412445519,1.167246695,0,2.330116624,0.836039082,1.99601022,0.751266106,2.645448103,2.877043647,2.426589557,2.853761243,1.466299972,2.380909089,1.780405843,2.839501155,2.911771404,2.833215139,2.224867304,1.870015151,1.619902739,1.410820672,1.086956183,2.683946874,2.31005958,1.10508626,3.197185307,1.336866332,3.187115862,2.19660228,2.051140013,1.088054744,0.834277134,2.673836474,1.305543896,1.103248576,1.899648855,0.711057681,1.874692595,1.119409292,1.896836211,2.744002412,2.081995589,0.724397886,1.21080194,2.082131308,1.492226386,1.962752091,0.990017297,1.49624648,2.365055144,0.418499439,1.388781702,2.385827905,2.0353926,2.554499235,1.161827259,0.556627324,2.603641197,0.602276734,1.544365584,3.030924645,2.974534001,1.26527469,2.490742476,2.549222233,3.002155886,0.932739846,2.446137791,2.336777694,2.526110142,3.505589655,2.277404815,1.360549863,1.947241181,0.756711147,3.070578569,1.815600661,0.092208487,3.428081343,1.180860008,1.809960458,0.542887712,0.21996063,1.153385026,1.264590198,3.472186254,3.070287562,2.81460563,1.314529564,0.813260833
2.846535688,0.542121083,1.554049265,1.713147141,2.386933331,1.145089438,2.297984595,2.840579718,1.335743975,0.536854468,0.495171138,2.667247921,2.330116624,0,2.474169373,0.71254842,1.646448362,1.38785959,0.721452922,0.73931096,2.276830145,1.053867959,2.406427607,2.267145611,0.857180488,1.047595907,1.494846811,0.596786976,1.183405005,0.765651626,0.926174472,1.468099726,0.36984387,2.885921439,1.609434874,1.686231218,2.593034403,0.873980497,1.622569598,3.302047297,2.34359102,2.440890442,0.509938705,2.772624169,1.267267394,1.060023305,1.893416871,2.802174176,1.210840409,1.028292709,1.954056227,0.835954417,1.626487354,1.153103886,3.260466023,0.860378864,0.468691422,2.376538489,2.995813498,2.41799487,1.916079769,0.984975946,2.261230282,2.415134958,2.652860235,1.555139826,2.283861188,1.873697134,2.300395843,2.261398962,0.710004206,0.823660217,1.089811022,2.660110916,2.371113178,2.336300961,2.449964493,1.026686214,0.175099644,2.364535625,2.426963935,1.886755224,2.198663074,0.431920517,1.578771928,0.843755948,1.734449083,2.264248872,2.174379841,1.268075676,0.5224828,2.271830586,2.241358774,1.208531297,1.589086574,2.397768057,1.139713058,1.746390401,2.495640885,2.626207592
1.037568202,2.811556017,2.660468184,1.487233479,2.463042392,2.86336087,0.769472811,1.121778973,2.00396796,2.957738859,2.708910162,0.336652648,0.836039082,2.474169373,0,2.375062725,0.908249536,2.318108386,2.84559661,2.311856089,2.266075112,1.433485631,1.693581245,1.077371434,2.737258936,2.750202925,2.494563346,2.165839688,1.616982944,1.70897798,1.682775019,1.006488624,2.775151004,1.507145845,0.883730089,2.860319918,0.507467658,3.242245438,1.751373951,1.227817679,0.32834645,1.669895924,2.677267054,0.479420041,1.508755716,1.696885368,1.428742696,1.050087594,1.40340052,1.708816888,2.239211182,1.94604243,0.990589203,1.352263499,1.251875316,1.631003756,2.024840467,0.21433798,0.693562928,1.672678478,0.982490476,1.731093262,1.740892707,1.308320955,1.825210484,0.945831658,1.385660247,2.10639656,1.432585782,0.829880918,3.17705478,2.928085617,1.418109662,1.752010158,1.892358961,2.420346429,0.113193102,2.22905285,2.538775376,1.868163732,2.989561978,1.742572624,0.670613451,2.188653036,1.070310104,3.056827345,1.324355689,0.775188573,2.975290775,1.208521575,2.010508623,1.370519194,1.037681377,1.532560861,0.965089958,2.958160649,2.911283378,2.387715312,0.50378485,0.179300907
2.991035798,0.552323221,2.211868684,1.227755474,2.931322851,1.852798195,2.42714835,3.009215288,1.858832511,0.797665563,0.457689789,2.637001024,1.99601022,0.71254842,2.375062725,0,1.468564004,1.991666577,1.430696805,1.374894021,2.792770952,1.171876354,2.776667333,2.486338227,1.566261859,1.750117567,2.12793533,1.170311933,1.547693406,0.870663807,0.701207339,1.451644084,1.035438802,3.14877887,1.630538353,2.363128769,2.627361555,1.488489475,2.061127391,3.401970266,2.33915111,1.892631953,1.222327805,2.764222827,0.903716647,1.44317435,1.408739348,2.957508155,0.971927381,1.411060917,2.495729211,1.31879873,1.40030705,1.055831211,3.379296232,0.847810772,0.84344248,2.337713947,2.998065853,2.781871889,1.584295913,0.64545282,2.657464852,2.68624867,3.02621006,1.597212401,1.799002243,2.392077202,1.803721055,2.409178183,1.203008214,1.530938283,0.9948482,3.015064464,2.793021963,2.877715885,2.38387794,1.627481259,0.580219787,2.781407286,3.059266504,2.311764318,2.296823952,0.394690054,1.328040055,1.53119003,2.03317066,1.952101423,2.82793861,1.238834133,0.542452341,1.790831216,1.852757729,0.86357319,1.682234847,3.02816427,1.850245416,2.3378196,2.539186473,2.494482713
1.683687256,1.924830995,2.258036816,0.745099781,2.431502532,2.283024239,1.163742551,1.731402642,1.614574056,2.091352294,1.820786471,1.190020083,0.751266106,1.646448362,0.908249536,1.468564004,0,1.914279569,2.140866898,1.676438381,2.239681516,0.715582506,1.880751765,1.357834184,2.092001701,2.160682172,2.102265183,1.478820035,1.137483609,0.898161256,0.785234551,0.359020748,1.982321957,1.997370949,0.450791461,2.461996392,1.227613424,2.477066368,1.523075024,2.023235216,0.924947152,1.282502089,1.944055071,1.325751704,0.609119808,1.155845029,0.788136723,1.66673143,0.49685141,1.150879024,2.080577807,1.330784529,0.117357719,0.493739344,2.019668973,0.786560865,1.24010385,0.897007104,1.559199919,1.871657643,0.42883818,0.823552609,1.841798725,1.61255973,2.094984513,0.486187063,1.000294523,1.940667929,1.041718595,1.177204327,2.35630019,2.236007328,0.55664414,2.048118873,2.007191612,2.379058603,0.926756653,1.697985151,1.683193792,1.986393944,2.831131744,1.652184805,1.010304259,1.311454667,0.193154679,2.339724465,1.197347826,0.667564209,2.725856368,0.430538069,1.146113357,0.982433784,0.760529597,0.627159115,0.613424543,2.79723896,2.31944882,2.112458498,1.154680658,1.027013644
2.132152031,1.923049392,0.348718723,2.439318211,1.018465518,0.709916925,1.738715994,2.079587987,0.315793888,1.837483121,1.883019818,2.333074731,2.645448103,1.38785959,2.318108386,1.991666577,1.914279569,0,1.039355167,0.649250791,0.944435239,1.25814584,1.318938822,1.528943204,0.795720387,0.653041221,0.18802783,0.822951698,0.777101796,1.31970312,1.698666433,1.561336425,1.34039869,1.934324678,1.552042655,0.553474027,2.148370658,1.504979183,0.623212805,2.606959728,2.038949895,3.137267689,1.057858989,2.373794197,1.985726319,0.770716882,2.573065021,2.074147834,1.800323184,0.784015536,0.607957788,0.713640364,1.98113004,1.590590925,2.534469099,1.450469807,1.161073311,2.129734562,2.535252616,1.34128361,2.336039359,1.835106402,1.147230242,1.529910623,1.523416764,1.490751018,2.883255047,0.578324994,2.918851805,1.674597595,1.70212234,1.046917762,1.573599186,1.564045015,1.18779244,0.971845901,2.2365204,0.365959196,1.562726387,1.191802965,1.070828483,0.803820702,1.733433256,1.599567338,1.992924617,1.209500085,1.027683123,2.555334578,0.869100193,1.518237626,1.49653678,2.866281415,2.674716117,1.93363374,1.407700586,1.038965022,0.77015407,0.359126028,2.055893326,2.497405781
2.973307298,1.109681322,1.048124094,2.366591916,2.03838973,0.49577159,2.479315728,2.942809368,1.159411661,0.930760288,1.117652093,2.96949953,2.877043647,0.721452922,2.84559661,1.430696805,2.140866898,1.039355167,0,0.562393478,1.981921545,1.442253398,2.307400201,2.358249326,0.251015954,0.44695752,1.059618971,0.680458608,1.285899608,1.259358413,1.54612417,1.873456504,0.431348354,2.882899759,1.964714856,1.115849148,2.842259067,0.475324962,1.523203972,3.450509038,2.6448371,3.104495334,0.220550686,3.049626627,1.897324261,1.178537758,2.539937186,2.920501762,1.791360294,1.158771406,1.645881905,0.911597102,2.152798929,1.666536992,3.391862306,1.394000147,0.920734618,2.704788117,3.251536422,2.326150289,2.482436171,1.637457912,2.1407811,2.435477517,2.531644153,1.901225808,2.918818155,1.613728557,2.941021685,2.427428895,0.680159898,0.104850006,1.614237709,2.561650522,2.206557007,1.996050408,2.795997605,0.786456295,0.856382541,2.207388469,1.919630187,1.767480373,2.418818991,1.134958003,2.123947987,0.213825505,1.799216207,2.800329656,1.63424196,1.716378111,1.165658321,2.905102009,2.824823093,1.836772553,1.886405,1.895439203,0.467859378,1.369527863,2.742997584,3.015000181
2.412518443,1.273974809,0.83704685,2.033448034,1.657851268,0.613702024,1.917303008,2.383943239,0.649336619,1.19945546,1.234273207,2.41829986,2.426589557,0.73931096,2.311856089,1.374894021,1.676438381,0.649250791,0.562393478,0,1.561258894,0.960929308,1.789421512,1.798535879,0.426480684,0.490301623,0.759924959,0.233676476,0.725571927,0.868239833,1.224421473,1.373273128,0.725154344,2.341191531,1.441238838,0.995539124,2.284034036,1.022837406,0.992811185,2.889125305,2.095674048,2.765904767,0.472919847,2.494010736,1.557830751,0.623164912,2.191782322,2.360200119,1.409092873,0.60655825,1.230669939,0.366060691,1.708391682,1.240660417,2.831453401,1.011998616,0.598165085,2.160941609,2.69272227,1.805828127,2.056102927,1.345528747,1.628886231,1.886006169,2.024232829,1.376472243,2.546566955,1.164668505,2.575023592,1.865109486,1.126469444,0.628084919,1.200705845,2.04592458,1.714207226,1.608707498,2.255685989,0.295544257,0.914366611,1.711688086,1.694216703,1.249454222,1.859410633,0.994097252,1.694204393,0.774987035,1.238993844,2.343974046,1.453744517,1.245989069,0.929588418,2.531205607,2.403691762,1.499211603,1.347126796,1.664227962,0.645170918,1.00826812,2.184957367,2.48490248
1.664058672,2.818933296,1.02492787,2.918951099,0.198578183,1.599543434,1.516665132,1.579330961,0.945056365,2.760654324,2.766000421,2.143644971,2.853761243,2.276830145,2.266075112,2.792770952,2.239681516,0.944435239,1.981921545,1.561258894,0,1.78992756,0.672794432,1.214258634,1.73507864,1.572445702,0.943391503,1.68203754,1.28489452,1.986340441,2.335095739,1.895563077,2.276301281,1.277724306,1.793807189,1.111887094,1.910102459,2.441679435,0.76586848,2.079983571,1.939705818,3.521621483,1.998517315,2.125626904,2.535613494,1.366966032,3.00900064,1.60553448,2.328523033,1.396772746,0.336477692,1.479344619,2.340051725,2.104355192,1.990991383,2.082278892,1.953139543,2.052168713,2.209825706,0.70096752,2.658997828,2.474969979,0.551201723,1.055367945,0.753453201,1.753568816,3.234802314,0.404357211,3.277903242,1.450146003,2.646318677,1.982658056,2.115581438,0.825905468,0.450340412,0.154489113,2.159471044,1.265873486,2.447480728,0.470762374,0.765550699,0.587499398,1.595678969,2.400847185,2.382707844,2.143072601,1.046913175,2.762320142,0.874590238,1.959910127,2.257733752,3.216786643,2.95208103,2.497047528,1.62833356,0.739423751,1.658015112,0.625422012,1.843869314,2.430831369
